"","combinationPotential","lowCI","highCI","P","FDR"
"afatinib + PF.477736",0.0406595944693457,-0.041198938937195,0.121975935511178,0.316067044923278,0.498922086783156
"KIN001.266 + TGX.221",0.0407049552191462,-0.0411535800246815,0.12202069520965,0.315527008136612,0.498443767212601
"CHIR.99021 + olaparib",0.0407133612322212,-0.0411451743150258,0.122028989802762,0.315426997827058,0.498355294418447
"KIN001.266 + NVP.BGJ398",0.0407267368379316,-0.0411317991682269,0.122042188094173,0.31526790475225,0.498173436768415
"lapatinib + nintedanib",0.0407278999340803,-0.041130636110597,0.122043335770328,0.315254073057543,0.498173436768415
"OSI.930 + rondual.kinase.inhibitor",0.0407493643448251,-0.0411091723708783,0.122064515573061,0.314998886813328,0.498026300874067
"SYK.inhibitor + WZ.3105",0.0407493643448251,-0.0411091723708783,0.122064515573061,0.314998886813328,0.498026300874067
"HG.5.88.01 + NVP.AEW541",0.0407603080222245,-0.0410982290065233,0.12207531411393,0.314868831675513,0.497959714945565
"SB.239063 + tivantinib",0.0407656476909073,-0.0410928894834529,0.122080582960217,0.31480538760186,0.497928912652383
"GSK.429286A + PD.173074",0.0407980029110447,-0.0410605350456398,0.122112508940684,0.314421133485794,0.497460091747222
"AZ.628 + GSK.1904529A",0.0408205775499314,-0.0410379608509171,0.122134783994062,0.314153216895429,0.497166204866345
"pyrazolanthrone + TAK.715",0.0408751373329083,-0.0409834017963571,0.122188619382034,0.313506318134411,0.496359437001567
"linifanib + WH.4025",0.0409118277296001,-0.0409467116149928,0.122224822368052,0.313071783389837,0.495879433131455
"alvocidib + CHIR.99021",0.0409309659480474,-0.0409275734212545,0.12224370626048,0.31284528111145,0.495589985814404
"CHIR.99021 + Y.27632",0.0409386846770344,-0.0409198546852351,0.122251322399329,0.312753959835297,0.495514632783259
"AT7867 + SU.11274",0.0409691895169352,-0.0408893497219341,0.122281421703678,0.312393224539171,0.495012350343656
"dasatinib + NVP.AEW541",0.0409742648455842,-0.040884274357947,0.122286429545694,0.312333232731848,0.494986546415922
"GDC.0879 + JNK.9L",0.0410200485394388,-0.0408384901543821,0.122331604266755,0.311792398899972,0.49440617719717
"BIX.02189 + nintedanib",0.0410386580778185,-0.0408198803105623,0.122349966181783,0.311572744196438,0.494214076517542
"AZ.628 + TAK.715",0.041091526084579,-0.0407670111262126,0.122402130409426,0.310949280586036,0.493651892985008
"PHA.665752 + SU.11274",0.0410995091535998,-0.0407590278395426,0.122410007168761,0.310855208981523,0.493611222899011
"ibrutinib + YM.201636",0.0411058004464043,-0.0407527363678493,0.122416214673868,0.310781086280717,0.493574596203261
"PD.173074 + WH.4023",0.0411209735643446,-0.0407375627917656,0.122431185689422,0.310602367635592,0.493466737215035
"brivanib + masitinib",0.0411336618859671,-0.0407248740580385,0.122443704977157,0.310452968462893,0.493318348230989
"GSK.429286A + SAR.245409",0.0411399531787716,-0.0407185825511075,0.122449912447729,0.310378908923151,0.493269877007393
"BIX.02189 + TGX.221",0.0411413806149541,-0.0407171550654382,0.122451320864536,0.31036210711756,0.493269877007393
"erlotinib + WH.4023",0.0411522714243468,-0.0407062638674788,0.12246206655236,0.310233935281516,0.493247131414174
"alvocidib + PD.173074",0.0411611003814758,-0.0406974345810699,0.122470777848401,0.310130054576483,0.493151203043903
"GSK.1904529A + PF.431396",0.0411979493821879,-0.0406605840680356,0.122507135637329,0.309696739977068,0.49253132709455
"NU.7441 + TPCA.1",0.0412464293443872,-0.0406121017769481,0.122554969009984,0.309127262611402,0.491763765848311
"afatinib + ZG.10",0.0412618139343546,-0.0405967163673639,0.122570148332819,0.308946689548942,0.491545554810588
"afatinib + XMD.132",0.0412874020496266,-0.0405711268029075,0.122595394957337,0.308646509050797,0.491136955880326
"ABT.737 + OSI.930",0.0413021522235128,-0.0405563757448528,0.122609948232335,0.308473558561375,0.490930726631193
"KIN001.055 + SB.525334",0.0413172724734463,-0.0405412545515307,0.12262486660697,0.308296335186887,0.490717638227898
"fostamatinib + GSK.3.inhibitor.IX",0.0413211847059466,-0.0405373420688309,0.122628726600018,0.308250491130417,0.490713636779867
"saracatinib + XMD.132",0.041323510898244,-0.0405350157265761,0.122631021729853,0.308223234634872,0.490713636779867
"AS.601245 + pelitinib",0.0413434421367928,-0.0405150831667876,0.12265068678393,0.307989761218348,0.490436451883828
"dovitinib + masitinib",0.0413459269331105,-0.0405125982011853,0.122653138390971,0.307960662638264,0.490436451883828
"alvocidib + AZ.628",0.0414183561023724,-0.0404401636525068,0.122724599692083,0.307113267343128,0.489522554913571
"ABT.737 + FR.180204",0.0414381287369008,-0.040420389399935,0.122744107959174,0.306882202510746,0.48922310577621
"AZ.628 + NVP.AEW541",0.0414434155375769,-0.0404151021557626,0.122749324062724,0.306820439937792,0.489193507292058
"dovitinib + PHA.793887",0.0414580599754495,-0.0404004564654687,0.122763772646101,0.306649400500504,0.488989645264462
"FR.180204 + rondual.kinase.inhibitor",0.0414740789814979,-0.0403844360491618,0.122779577374729,0.306462378996956,0.488760236887837
"alvocidib + PF.431396",0.0414821149185255,-0.0403763993888256,0.12278750580392,0.306368588032705,0.488679473164843
"dovitinib + fostamatinib",0.0414889877594044,-0.0403695259209246,0.122794286689073,0.306288387132468,0.488620366850994
"KIN001.242 + SYK.inhibitor",0.0415143644026494,-0.0403441468954075,0.122819323737724,0.305992380981103,0.488216922317694
"linifanib + PHA.665752",0.0415303305406911,-0.0403281792043876,0.122835076161125,0.305806240765714,0.488057451616645
"NU.7441 + TAK.715",0.0415319165808939,-0.0403265930076325,0.12283664096916,0.305787754106169,0.488057451616645
"AT.7519 + GDC.0941",0.0416002220456285,-0.0402582804092047,0.122904031651577,0.304992296723802,0.487101644393887
"MGCD.265 + ruxolitinib",0.041645582795429,-0.0402129144991749,0.122948784492317,0.304464801583553,0.48632776839686
"PHA.793887 + SB.216763",0.0416557863207338,-0.0402027097666235,0.122958851227953,0.304346229209441,0.486275542578572
"alvocidib + XMD.1527",0.0417131481080689,-0.0401453408745887,0.123015443704954,0.303680212943833,0.485485377129998
"SU.11274 + Y.39983",0.0417461377442875,-0.0401123469079007,0.123047990659599,0.303297614721517,0.485147667615986
"brivanib + MGCD.265",0.0417573457617207,-0.040101137378592,0.123059048239002,0.3031677021947,0.485008366627345
"dasatinib + GSK.429286A",0.0417665976629038,-0.0400918842138741,0.123068175942639,0.303060490885988,0.484905348867451
"GSK.3.inhibitor.IX + KIN001.266",0.0417768011882085,-0.0400816792787902,0.123078242479843,0.302942281287841,0.4847847019337
"AKT.inhibitor.1.2 + JNK.9L",0.0417917628341218,-0.040066715534809,0.12309300322694,0.302769003347467,0.484644376383049
"ABT.737 + BIX.02189",0.0418147075490558,-0.040043767531012,0.123115639779813,0.302503397438098,0.484392386395321
"OSI.930 + pazopanib",0.0418348502596316,-0.0400236218620291,0.123135511891287,0.302270354749681,0.484119893585085
"masitinib + SB.216763",0.041838075208044,-0.0400203964337805,0.123138693509379,0.30223305452163,0.484119893585085
"TWS.119 + XMD.1185H",0.0419077552409543,-0.0399507056166238,0.123207436915056,0.301427871105501,0.483454275636567
"amuvatinib + PHA.665752",0.0419395817810241,-0.0399188738858617,0.123238835388578,0.301060575895594,0.483172199831207
"GSK.1904529A + linifanib",0.0419498381743357,-0.0399086157844025,0.123248953798855,0.300942275043534,0.483172199831207
"HG.6.64.01 + TG.101348",0.0419685534487289,-0.0398898973486094,0.123267417246206,0.300726486102095,0.483081908525706
"dovitinib + LDN.193189",0.041979549994135,-0.0398788989188605,0.12327826579919,0.300599742838423,0.48301533593149
"nintedanib + YM.201636",0.0420253865559964,-0.0398330542888931,0.123323485279485,0.300071825317047,0.482440860550193
"erlotinib + saracatinib",0.0420477497228561,-0.0398106870606006,0.123345547256329,0.299814483967329,0.482229556592803
"ponatinib + SB.239063",0.0420533537315727,-0.0398050820212708,0.123351075776941,0.299750019549076,0.482229556592803
"AZD.5438 + NVP.AUY922",0.0420712231178577,-0.0397872093142877,0.123368704422172,0.299544524782932,0.482003657738947
"MGCD.265 + PF.562271",0.042102732449887,-0.0397556939992138,0.123399789127218,0.299182401501261,0.481681985553676
"alvocidib + QL.XI.92",0.042130541021443,-0.0397278800120247,0.123427222811557,0.29886305165356,0.481280251679427
"alvocidib + SB.216763",0.0421326557417135,-0.0397257648747289,0.12342930901821,0.298838775783994,0.481280251679427
"amuvatinib + AS.601245",0.0421520583001946,-0.0397063584557971,0.123448449930706,0.298616105970097,0.481056529176579
"AS.605240 + TWS.119",0.04215702789283,-0.0397013878644471,0.123453352498018,0.298559091155322,0.481056529176579
"GSK.3.inhibitor.IX + pazopanib",0.0421634777896548,-0.0396949366653771,0.123459715398611,0.298485104016666,0.481050776005229
"AT7867 + ibrutinib",0.0421986350141505,-0.0396597722225981,0.123494398304812,0.298082028196514,0.480537931576587
"pyrazolanthrone + veliparib",0.0422104245796581,-0.0396479801911259,0.123506028768739,0.29794694266365,0.48038854294787
"NU.7441 + YM.201636",0.0422168216084762,-0.0396415818147309,0.12351233945955,0.297873662209437,0.480338776095953
"KIN001.266 + SB.216763",0.042218619120706,-0.0396397839226349,0.12351411271033,0.297853073169524,0.480338776095953
"PHA.793887 + Y.39983",0.0422589045418575,-0.0395994898489578,0.123553854253371,0.297391885290837,0.480040350758085
"AS.601245 + brivanib",0.0422601733740198,-0.0395982207399504,0.123555105951278,0.29737736742715,0.480040350758085
"ibrutinib + PHA.793887",0.0422982912068941,-0.0395600944670422,0.123592708921951,0.296941446953399,0.479586692348438
"foretinib + ruxolitinib",0.0423246723422676,-0.0395337073508019,0.123618733587419,0.296639998595804,0.479168162044997
"BIX.02189 + LDN.193189",0.0423917618428466,-0.0394666021259967,0.123684916050513,0.295874309694407,0.478204161165857
"MGCD.265 + PF.431396",0.0424030755962934,-0.0394552856481089,0.123696076772869,0.295745316590532,0.478132149948291
"dasatinib + YM.201636",0.0424578468512973,-0.0394005009068574,0.123750106894983,0.295121376383409,0.477443732530815
"alvocidib + NVP.TAE684",0.0424679975085953,-0.0393903476961221,0.123760120146525,0.295005839363867,0.477345496613201
"BMS.509744 + TPCA.1",0.0424720683451158,-0.039386275830818,0.123764135872962,0.29495951269854,0.477338736969271
"SAR.245409 + SB.203580",0.0424890918432927,-0.0393692480009995,0.123780928881937,0.294765835689545,0.47716167655576
"NVP.AEW541 + NVP.TAE684",0.042534716933127,-0.0393236110673644,0.123825936002453,0.29424717656533,0.47666274847695
"AS.601245 + PF.431396",0.0425985814852937,-0.0392597293630371,0.123888934979043,0.293522199694472,0.475760542656347
"dovitinib + PHA.665752",0.0426364349781342,-0.0392218653880051,0.123926275122739,0.293093059595588,0.475200987819618
"olaparib + ON.01910",0.0426396070585398,-0.0392186924185284,0.123929404174605,0.293057117220336,0.475200987819618
"ponatinib + SB.203580",0.042643995103101,-0.0392143031413644,0.123933732693689,0.293007401799661,0.475198170611651
"AKT.inhibitor.1.2 + SB.203580",0.0426623403014469,-0.0391959527556368,0.123951828999006,0.292799616562091,0.475070071999508
"LDN.193189 + olaparib",0.0427377829470941,-0.0391204881970225,0.124026247530571,0.291946159782985,0.474020108894954
"GSK.3.inhibitor.IX + OSI.930",0.0427387874392225,-0.0391194834068314,0.124027238380814,0.291934807567587,0.474020108894954
"foretinib + HG.5.88.01",0.0427413779715538,-0.0391168921050482,0.124029793730693,0.291905532167014,0.474020108894954
"PHA.665752 + TG.101348",0.0427818219967256,-0.0390764359242274,0.124069688338988,0.291448732621413,0.473551922085725
"BIX.02189 + CYT387",0.0427846768690907,-0.0390735801836762,0.124072504419055,0.291416506070095,0.473551922085725
"foretinib + TG.101348",0.0428332096992968,-0.0390250323897144,0.124120377579859,0.290869020305752,0.472813500066405
"GSK.1904529A + ON.01910",0.0428633444631503,-0.0389948881401675,0.124150102554632,0.290529425664199,0.472532779785588
"dovitinib + XMD.1527",0.0428716976082184,-0.0389865323393579,0.124158342083217,0.290435339535651,0.472515474822763
"PD.0325901 + WH.4025",0.0428910472986928,-0.0389671764530019,0.124177428543084,0.290217471753249,0.472228860288152
"NVP.TAE684 + olaparib",0.0429170054900122,-0.0389412098532382,0.124203033508157,0.289925367946216,0.471956991805504
"CHIR.99021 + PHA.665752",0.042961414615691,-0.038896786086082,0.124246838085367,0.289426096375861,0.471279732775934
"ponatinib + SB.525334",0.0429695562887321,-0.0388886416936705,0.124254868890155,0.289334625951208,0.471266307909886
"ponatinib + VX.745",0.0430500213950216,-0.0388081491266184,0.124334237699826,0.288431657707702,0.470269007132123
"dovitinib + foretinib",0.0430516074352244,-0.0388065625344629,0.124335802120576,0.288413878450956,0.470269007132123
"AT7867 + FR.180204",0.0431016205696198,-0.0387565317834466,0.124385133314244,0.287853617259148,0.469529341129173
"AS.601245 + NVP.BGJ398",0.043128953329115,-0.0387291892228253,0.124412093215391,0.287547737671117,0.469165556710187
"PD.0325901 + SGX523",0.0431313323894192,-0.0387268093036259,0.124414439816196,0.287521124075706,0.469165556710187
"XMD.1527 + YM.201636",0.0431415887827308,-0.0387165491968898,0.12442455626259,0.287406408889463,0.469115476443825
"olaparib + SB.216763",0.0431538541602992,-0.0387042793558623,0.12443665425877,0.287269264175718,0.469049079698675
"KIN001.266 + Y.39983",0.0431665424819217,-0.0386915863908925,0.1244491694018,0.287127436704121,0.468885107523312
"BMS.509744 + HG.6.64.01",0.0431719350186113,-0.0386861918727812,0.124454488329757,0.287067174307737,0.46885430473538
"JNK.9L + WZ.3105",0.0431862093804366,-0.0386719122429844,0.124468567822386,0.286907697311388,0.468796663115202
"rondual.kinase.inhibitor + TG.101348",0.0431938223734101,-0.0386642964267556,0.124476076871737,0.28682266731447,0.468725354593994
"KIN001.220 + PHA.793887",0.043198263285978,-0.0386598538628972,0.124480457146226,0.286773074321747,0.468725354593994
"GSK.1904529A + LDN.193189",0.0432013824983769,-0.0386567334887286,0.124483533765699,0.286738244601451,0.468725354593994
"brivanib + foretinib",0.0432178244484794,-0.0386402853883346,0.124499751174715,0.286554697747772,0.468557890845151
"AZD.5438 + GSK.690693",0.0432201506407769,-0.0386379583223176,0.124502045595635,0.286528736096953,0.468557890845151
"neratinib + nintedanib",0.0432283980498315,-0.0386297078083757,0.12451018035371,0.286436703012921,0.468557890845151
"HG.6.64.01 + PF.04217903",0.0432297197500005,-0.038628385609591,0.124511483999821,0.286421955973119,0.468557890845151
"KIN001.220 + Y.27632",0.0432387073111498,-0.0386193946502532,0.124520348785938,0.286321689668983,0.468515118552411
"amuvatinib + NVP.AEW541",0.0432402404833458,-0.0386178608970428,0.124521861012862,0.286304587778832,0.468515118552411
"ABT.737 + CYT387",0.0432652470505436,-0.0385928447988518,0.124546525902148,0.286025747222364,0.468301516162103
"OSI.930 + PHA.793887",0.0432697408311182,-0.0385883492946431,0.124550958271182,0.285975657863275,0.468287207244302
"amuvatinib + Y.27632",0.043337993427846,-0.0385200701115989,0.124618277736171,0.28521561575173,0.467312912093221
"GSK.3.inhibitor.IX + ON.01910",0.0433659077354156,-0.0384921447103751,0.124645810190979,0.284905162654799,0.467006942692951
"NVP.BGJ398 + olaparib",0.0433764284687609,-0.0384816197627226,0.124656186973855,0.284788213947441,0.466882820346667
"GDC.0879 + JNJ.38877605",0.0434149163776825,-0.0384431162818796,0.124694148118504,0.284360657540267,0.466384423844102
"AKT.inhibitor.1.2 + VX.745",0.0434264416031563,-0.0384315863460931,0.12470551555783,0.284232709891315,0.46624209726523
"PF.04217903 + PHA.793887",0.0434462142376847,-0.0384118055797959,0.12472501744532,0.284013293928563,0.466017989823587
"GSK.1904529A + QL.XI.92",0.0434585853512667,-0.0383994293457965,0.124737219129083,0.283876070468862,0.465994564148408
"NVP.TAE684 + PHA.665752",0.0434748686973489,-0.0383831392217374,0.124753279427501,0.283695519824837,0.465780128002728
"AKT.inhibitor.1.2 + SB.525334",0.0434847550146131,-0.0383732487680455,0.12476303030219,0.283585937643967,0.465720815518841
"ibrutinib + masitinib",0.0434860767147822,-0.0383719265136627,0.124764333893873,0.283571289787073,0.465720815518841
"saracatinib + TG.101348",0.0435065895014052,-0.0383514050888938,0.124784565600821,0.283344020573047,0.465593591553941
"GW.5074 + neratinib",0.0435380459654277,-0.0383199352441008,0.124815590896415,0.282995741211535,0.465223801599744
"GW.5074 + MGCD.265",0.0435914955202626,-0.0382664625808478,0.124868307462761,0.282404622779949,0.4644262601418
"AS.605240 + TAK.715",0.0436160791434062,-0.0382418681718048,0.124892553800629,0.282133023947454,0.464142431174451
"dasatinib + TPCA.1",0.0436225819082378,-0.0382353625373427,0.12489896733183,0.282061211237662,0.464091706707326
"AT7867 + brivanib",0.0436951696815199,-0.0381627422604641,0.124970558564563,0.281260434029756,0.463110557631141
