Gene name	Gene Synonym
SMIM6	C17orf110
SMIM6	ELN
AC084018.3	
TMEM120B	
AC007920.1	
RTP1	MGC35450
RTP1	Z3CXXC1
SAP30BP	HCNGP
SAP30BP	HTRG
SAP30BP	HTRP
MASP1	CRARF
MASP1	MASP
MASP1	PRSS5
RPL39P14	
NOP58	HSPC120
NOP58	NOP5
RHOF	ARHF
RHOF	FLJ20247
RHOF	RIF
AL513523.4	
AL513523.3	
SLC27A3	ACSVL3
SLC27A3	FATP3
SLC27A3	MGC4365
LINC01089	AK096174
LINC01089	LIMT
AC007920.2	
RTP4	IFRG28
RTP4	Z3CXXC4
AC068299.2	
AC068299.1	
LINC02041	RP11-567G11.1
SST	SMST
SNORD70	HBII-234
SNORD70	SNORD70A
SNORD70B	
SNORD11B	
SNORD11	HBII-95
AC064836.3	
RN7SL753P	
PIMREGP1	
Y_RNA	
AC064836.1	
RN7SL40P	
AC064836.2	
GATAD2B	P66beta
BMPR2	BMPR-II
BMPR2	BMPR3
BMPR2	BRK-3
BMPR2	PPH1
BMPR2	T-ALK
RTP2	MGC78665
RTP2	Z3CXXC2
AC084018.1	
AC072022.1	
AC084018.2	
BCL6	BCL5
BCL6	BCL6A
BCL6	LAZ3
BCL6	ZBTB27
BCL6	ZNF51
SETD1B	KIAA1076
SETD1B	KMT2G
SETD1B	Set1B
AC087749.2	
AC087749.1	
ITGB4	CD104
HPD	4-HPPD
HPD	4HPPD
HPD	GLOD3
HPD	PPD
H3P8	p14
RPL13AP12	
MTCO1P17	
MTCO2P17	
MTATP6P17	
MTCO3P17	
MTND3P17	
MTND4LP17	
MTND4P30	
AC072022.2	
AC108681.1	
AC068295.1	
LINC01991	
MTCO1P54	
AC092941.1	
AC092941.2	
FAM117B	ALS2CR13
FAM117B	FLJ38771
AC022498.1	
AL513523.2	
AL513523.1	
LPP-AS2	MYCLo-5
LPP-AS2	MYCLo-6
AL831737.1	
AL358472.5	
DENND4B	KIAA0476
ICA1L	ALS2CR14
ICA1L	ALS2CR15
LPP	
AC079360.1	
AC069503.3	
AC069503.4	
PSMD9	p27
PSMD9	Rpn4
FLJ42393	AVPC1948
LPP-AS1	
MIR28	hsa-mir-28
MIR28	MIRN28
TPRG1-AS1	
TPRG1	FAM79B
TPRG1	FLJ41238
TPRG1	FLJ43694
CRTC2	TORC2
AC069503.2	
Metazoa_SRP	
RNU7-170P	
CFAP251	CaM-IP4
CFAP251	MGC33630
CFAP251	WDR66
AC009319.1	
TPRG1-AS2	
TP63	EEC3
TP63	KET
TP63	NBP
TP63	OFC8
TP63	p51
TP63	p53CP
TP63	p63
TP63	p73H
TP63	p73L
TP63	SHFM4
TP63	TP53CP
TP63	TP53L
TP63	TP73L
AC069503.1	
BCL7A	BCL7
AC098831.1	
KRT8P15	
AC156455.1	
WDR12	FLJ10881
WDR12	YTM1
SLC39A1	ZIP1
SLC39A1	ZIRTL
MLXIP	bHLHe36
MLXIP	KIAA0867
MLXIP	MIR
MLXIP	MONDOA
AL358472.7	
MIR6737	hsa-mir-6737
AL358472.4	
AL358472.3	
CREB3L4	AIbZIP
CREB3L4	ATCE1
CREB3L4	CREB3
CREB3L4	CREB4
CREB3L4	hJAL
GALK1	GALK
CARF	ALS2CR8
CARF	FLJ21579
CARF	NYD-SP24
H3-3B	H3.3B
H3-3B	H3F3B
LRRC43	MGC35140
IL31	IL-31
MIR4738	hsa-mir-4738
UNK	KIAA1753
UNK	ZC3H5
UNK	ZC3HDC5
B3GNT4	B3GN-T4
B3GNT4	beta3Gn-T4
AC048338.2	
JTB	hJT
JTB	PAR
DIABLO	DFNA64
DIABLO	DIABLO-S
DIABLO	FLJ10537
DIABLO	FLJ25049
DIABLO	SMAC
AC087289.1	
UNC13D	Munc13-4
AC078809.1	
MIR944	hsa-mir-944
MIR944	MIRN944
AL358472.6	
P3H2	FLJ10718
P3H2	LEPREL1
P3H2	MLAT4
AL358472.2	
RAB13	
MTAPP2	
P3H2-AS1	LEPREL1-AS1
RNU6-1109P	
NMNAT1P3	
CLDN1	ILVASC
CLDN1	SEMP1
RPS27	MPS-1
RPS27	MPS1
RPS27	S27
WBP2	GRAMD6
WBP2	WBP-2
AC048338.1	
NUP210L	
CLDN16	HOMG3
CLDN16	PCLN1
VPS33A	
TMEM207	
IL1RAP	C3orf13
IL1RAP	IL-1RAcP
IL1RAP	IL1R3
KRT8P52	
AC010900.1	
NBEAL1	ALS2CR16
NBEAL1	ALS2CR17
NBEAL1	MGC164581
CLIP1	CLIP
CLIP1	CLIP-170
CLIP1	CLIP170
CLIP1	CYLN1
CLIP1	RSN
AL358472.1	
RNU6-179P	
RPS7P2	
TRIM47	GOA
TRIM47	RNF100
MIR5698	hsa-mir-5698
TPM3	NEM1
TPM3	TRK
AC087289.5	
TRIM65	
AC087289.2	
RPL7P14	
AC023271.1	
AC023271.2	
MRPL38	HSPC262
MRPL38	MGC4810
MRPL38	MRP-L3
MRPL38	RPML3
RPL23AP36	
RPL12P16	
CYP20A1	CYP-M
GCNT1P3	
RN7SKP296	
AC108747.1	
LINC02013	
AC087289.3	
CCT6P4	
AC092952.1	
GMNC	GEMC1
FBF1	ALB
FBF1	FBF-1
FBF1	FLJ00103
FBF1	KIAA1863
OSTN	
OSTN-AS1	
UTS2B	U2B
UTS2B	URP
UTS2B	UTS2D
CCDC50	C3orf6
CCDC50	DFNA44
CCDC50	Ymer
ACOX1	PALMCOX
AC073365.1	
RPL21P1	RPL21P
CLIP1-AS1	
ZCCHC8	DKFZp434E2220
AC087289.4	
TEN1-CDK3	
RN7SL670P	
MRPL50P2	
TEN1	C17orf106
TEN1	FLJ39785
ABI2	ABI-2
ABI2	ABI2B
ABI2	AblBP3
ABI2	AIP-1
ABI2	argBPIA
ABI2	SSH3BP2
PYDC2	POP2
Y_RNA	
AC026320.2	
AC026320.1	
AC026320.3	
RN7SKP222	
CDK3	
FGF12	FGF12B
FGF12	FHF1
EVPL	EVPK
AC127002.1	
AC127002.2	
RSRC2	FLJ11021
FGF12-AS1	
FGF12-AS2	
FGF12-AS3	
AC026671.1	
RNU1-20P	
MB21D2	C3orf59
AC092966.1	
VEZF1P1	VEZF1L1
VEZF1P1	ZNF161L1
PLAAT1	A-C1
PLAAT1	H-REV107
PLAAT1	HRASLS
PLAAT1	HRASLS1
PLAAT1	PLA/AT1
PLAAT1	PLAAT-1
ATP13A5	FLJ16025
SRP68	
ATP13A5-AS1	
ATP13A4	DKFZp761I1011
ATP13A4	FLJ37958
KNTC1	KIAA0166
KNTC1	ROD
RN7SL431P	
MIR190B	hsa-mir-190b
MIR190B	MIRN190B
C1orf189	
C1orf43	DKFZp586G1722
C1orf43	NICE-3
ZACN	L2
ZACN	LGICZ
ZACN	LGICZ1
ZACN	ZAC
ZACN	ZAC1
GALR2	GALNR2
EXOC7	BLOM4
EXOC7	EXO70
EXOC7	Exo70p
EXOC7	KIAA1067
EXOC7	YJL085W
AC080075.1	
RAPH1	ALS2CR18
RAPH1	ALS2CR9
RAPH1	KIAA1681
ATP13A4-AS1	
AC048351.1	
OPA1	FLJ12460
OPA1	KIAA0567
OPA1	MGM1
OPA1	NPG
OPA1	NTG
UBAP2L	KIAA0144
UBAP2L	NICE-4
AC026333.1	
AC026333.4	
AC026333.3	
HCAR2	GPR109A
HCAR2	HCA2
HCAR2	HM74A
HCAR2	NIACR1
HCAR2	Puma-g
HCAR2	PUMAG
HCAR3	GPR109B
HCAR3	HCA3
HCAR3	HM74
HCAR1	FKSG80
HCAR1	GPR104
HCAR1	GPR81
HCAR1	HCA1
HCAR1	LACR1
HCAR1	TA-GPCR
AC026333.2	
DENR	DRP
DENR	DRP1
DENR	SMAP-3
Y_RNA	
CCDC62	CT109
CCDC62	ERAP75
CCDC62	FLJ40344
CCDC62	TSP-NY
HIP1R	FLJ14000
HIP1R	HIP12
HIP1R	HIP3
HIP1R	ILWEQ
HIP1R	KIAA0655
AC125238.2	
AC125238.1	
CD28	
KRT18P39	
NPM1P33	
RNU6-474P	
CTLA4	CD
CTLA4	CD152
CTLA4	CELIAC3
CTLA4	CTLA-4
CTLA4	GSE
CTLA4	IDDM12
ICOS	AILIM
ICOS	CD278
AC009965.2	
AC009965.1	
AC009498.1	
DSTNP5	
AC106901.1	
AC016903.1	
AC016903.2	
PARD3B	ALS2CR19
PARD3B	PAR3beta
PARD3B	Par3L
VPS37B	FLJ12750
AC027290.1	
AC027290.2	
ABCB9	EST122234
SNORA58B	
HAX1	HAX-1
HAX1	HCLSBP1
HAX1	HS1BP1
AC018665.1	
MIR6868	hsa-mir-6868
FOXJ1	FKHL13
FOXJ1	HFH-4
FOXJ1	HFH4
RNF157-AS1	
RNF157	KIAA1917
AL354980.1	
RNU6-239P	
RNU6-121P	
AL354980.2	
AQP10	
ATP5MGP6	ATP5LP6
ATF4P3	ATF4C
UBALD2	FAM100B
UBALD2	MGC29814
ATP8B2	ATPID
ATP8B2	KIAA1137
AC007736.1	
QRICH2	DKFZP434P0316
AC008171.1	
NRP2	VEGF165R2
RNU7-57P	U7.57
AL162591.1	
RPSAP17	
IL6R-AS1	RP11-350G8.5
IL6R	CD126
PRPSAP1	PAP39
OGFOD2	FLJ13491
OGFOD2	FLJ37501
Y_RNA	
RNU6-24P	RNU6-24
AC090699.1	
SPHK1	SPHK
PSMD8P1	
SHE	
AL162591.2	
TDRD10	DKFZp434M202
UBE2O	E2-230K
UBE2Q1	NICE-5
UBE2Q1	PRO3094
UBE2Q1	UBE2Q
RPL7P49	
AANAT	SNAT
RHBDF2	FLJ22341
RHBDF2	iRhom2
RHBDF2	RHBDL5
RHBDF2	RHBDL6
RHBDF2	TOC
RHBDF2	TOCG
UBE2Q1-AS1	
AL592078.2	
AC026362.1	
CHRNB2	
ARL6IP4	SFRS20
ARL6IP4	SR-25
ARL6IP4	SRp25
ARL6IP4	SRrp37
AL592078.1	
AC007362.1	
ADAR	ADAR1
ADAR	G1P1
ADAR	IFI4
RN7SKP178	
PPIAP68	
AC007679.1	
INO80D	FLJ20309
CYGB	HGB
CYGB	STAP
PRCD	RP36
Vault	
Y_RNA	
RPL27P8	
AC007383.1	
NDUFS1	CI-75k
AC015802.4	
OPA1-AS1	
Y_RNA	
RN7SL447P	
AC015802.3	
AC069421.1	
AC015802.5	
AC069421.2	
SNHG16	Nbla10727
SNHG16	Nbla12061
SNHG16	ncRAN
AC069421.3	
LINC02038	
LINC02026	
AC024559.1	
DPPA2P3	
PITPNM2	NIR3
PITPNM2	RDGB2
PITPNM2	RDGBA2
LINC02028	
SNORD1C	R38C
SNORD1C	snR38C
SNORD1B	R38B
SNORD1B	snR38B
SNORD1A	R38A
SNORD1A	snR38A
AC015802.6	
ST6GALNAC2	SIAT7
ST6GALNAC2	SIAT7B
ST6GALNAC2	SIATL1
ST6GALNAC2	ST6GalNAII
ST6GALNAC2	STHM
AC015802.1	
AC015802.2	
AC015802.7	
ST6GALNAC1	SIAT7A
ST6GALNAC1	ST6GalNAcI
MIR4304	hsa-mir-4304
PITPNM2-AS1	
AC026362.2	
MPHOSPH9	MPP9
AC024559.2	
AC080129.1	
AC080129.2	
HES1	bHLHb39
HES1	FLJ20408
HES1	HES-1
HES1	HRY
RN7SL215P	
LINC02036	
RNU6-227P	
AC005837.1	
MXRA7	FLJ46603
MXRA7	PS1TP1
MXRA7	TMAP1
LINC02037	
LINC02048	
LINC00887	HEIRCC
LINC00887	linc-ATP13A4-8
AC117469.1	
RNY4P36	
AC005837.4	
CPN2	ACBP
JMJD6	KIAA0585
JMJD6	PTDSR
JMJD6	PTDSR1
LRRC15	LIB
GP5	CD42d
ATP13A3	AFURS1
AL606500.1	
KCNN3	hSK3
KCNN3	KCa2.3
KCNN3	SKCA3
AC073857.1	
AC005837.3	
METTL23	C17orf95
METTL23	LOC124512
C12orf65	FLJ38663
C12orf65	SPG55
AC108676.2	
LINC00884	
CDK2AP1	doc-1
CDK2AP1	DOC1
CDK2AP1	DORC1
CDK2AP1	p12DOC-1
CDK2AP1	ST19
AC108676.1	
RNU6-1101P	
RPL23AP93	
TMEM44-AS1	
TMEM44	DKFZp686O18124
PMVK	HUMPMKI
PMVK	PMK
PMVK	PMKA
AC007383.2	
GCSHP3	
AC005837.2	
EEF1B2	
SRSF2	PR264
SRSF2	SC-35
SRSF2	SC35
SRSF2	SFRS2
SRSF2	SFRS2A
AC068768.1	
AL451085.1	
RNA5SP375	RN5S375
SBNO1	FLJ10701
SBNO1	FLJ10833
SBNO1	MOP3
SBNO1	Sno
PBXIP1	HPIP
MFSD11	FLJ20226
MFSD11	FLJ22196
Metazoa_SRP	
PYGO2	
AC007383.3	
snoZ196	
SNORD51	RNU51
SNORD51	U51
SNORA41	ACA41
SNORA41	SNORA41A
Y_RNA	
SBNO1-AS1	
GPR1	
MIR8072	hsa-mir-8072
AC046143.1	
AC046143.2	
LSG1	FLJ11301
KMT5A	PR-Set7
KMT5A	SET07
KMT5A	SET8
KMT5A	SETD8
AL451085.2	
SHC1	p66
SHC1	SHC
SHC1	ShcA
GPR1-AS	GPR1-AS1
GPR1-AS	GPR1AS
RN7SKP200	
ATP5POP1	
HMGN1P6	
RN7SKP260	
RILPL2	FLJ30380
RILPL2	FLJ32372
RILPL2	MGC7036
ZDBF2	FLJ45338
ZDBF2	KIAA1571
COPS5P2	
FAM43A	FLJ90022
AC106706.1	
SNRNP35	U1SNRNPBP
AC106706.2	
LINC01968	
MIR636	hsa-mir-636
MIR636	MIRN636
RNU6-97P	
LINC02080	FLJ30938
RILPL1	FLJ39378
AC016168.4	
LINC00868	C17orf52
MGAT5B	FLJ25132
MGAT5B	GnT-IX
MGAT5B	GnT-VB
ACER2P1	
HNRNPA1P51	
AC145423.1	
ADAM23	MDC3
AC145423.2	
MIR3908	hsa-mir-3908
TMED2-DT	
TMED2	P24A
TMED2	p24b1
TMED2	p24beta1
TMED2	RNP24
AC090505.1	
LINC01972	
AC090505.2	
XXYLT1	C3orf21
XXYLT1	FLJ35155
DDX55	KIAA1595
AC016168.2	
XXYLT1-AS1	
MIR3137	hsa-mir-3137
RN7SL36P	
XXYLT1-AS2	
RNU6-25P	RNU6-25
AC016168.1	
AC090018.2	
AC016168.3	
Metazoa_SRP	
SNHG20	C17orf86
SNHG20	DKFZp686L05235
SNHG20	FLJ25582
SNHG20	LINC00338
SNHG20	NCRNA00338
SNHG20	PRO0872
SNHG20	SCARNA16HG
ACAP2	CENTB2
ACAP2	CNT-B2
ACAP2	KIAA0041
AC010731.1	
AC010731.2	
FAM237A	
DYTN	
SNORA9B	
EIF2B1	EIF-2B
EIF2B1	EIF-2Balpha
EIF2B1	EIF2B
EIF2B1	EIF2BA
VPS26CP1	
SEC14L1	PRELID4A
SEC14L1	SEC14L
Y_RNA	
MDH1B	FLJ25341
MDH1B	RP11-95H11
ACAP2-IT1	
AC090018.1	
Y_RNA	
CKS1B	CKS1
CKS1B	ckshs1
GTF2H3	BTF2
GTF2H3	P34
GTF2H3	TFIIH
PPP1R2	IPP2
PPP1R2	PPP1R2A
MIR4258	hsa-mir-4258
FLAD1	FAD1
FLAD1	PP591
FASTKD2	KIAA0971
RNU6ATAC24P	
AC069213.1	
RN7SL73P	
AC069213.3	
AC069213.2	
APOD	
LENEP	LEP503
MIR3130-1	hsa-mir-3130-1
MIR3130-1	hsa-mir-3130-3
MIR3130-1	MIR3130-3
MUC20P1	
MIR3130-2	hsa-mir-3130-2
MIR3130-2	hsa-mir-3130-4
MIR3130-2	MIR3130-4
AC008269.1	
AC233280.19	
AC233280.2	
AC233280.1	
ZBTB7B	c-Krox
ZBTB7B	hcKrox
ZBTB7B	ZBTB15
ZBTB7B	ZFP67
ZBTB7B	ZNF857B
AC008269.2	
CPO	
MUC20-OT1	
DCST2	FLJ32934
KLF7	UKLF
DCST1	FLJ32785
MIR2355	hsa-mir-2355
KLF7-IT1	
MYOSLID	
AC117503.3	
AC117503.2	
TCTN2	C12orf38
TCTN2	FLJ12975
TCTN2	JBTS24
TCTN2	MKS8
TCTN2	TECT2
MIR7845	hsa-mir-7845
AC007879.1	
AC007879.3	
AC007879.5	
AC007879.2	
AC007879.4	
AC009226.1	
LINC01802	
MIR1302-4	hsa-mir-1302-4
MIR1302-4	MIRN1302-4
DCST1-AS1	RP11-307C12.11
SCARNA16	ACA47
CREB1	
MIR6516	hsa-mir-6516
RNU4-47P	
CYCSP40	HC7
CYCSP40	HCP40
SEPTIN9-DT	
AC068594.1	
ADAM15	MDC15
SEPTIN9	AF17q25
SEPTIN9	KIAA0991
SEPTIN9	MSF
SEPTIN9	MSF1
SEPTIN9	PNUTL4
SEPTIN9	SEPT9
SEPTIN9	SeptD1
AC117503.1	
ATP6V0A2	a2
ATP6V0A2	ATP6a2
ATP6V0A2	ATP6N1D
ATP6V0A2	J6B7
ATP6V0A2	Stv1
ATP6V0A2	TJ6
ATP6V0A2	TJ6M
ATP6V0A2	TJ6s
ATP6V0A2	Vph1
AC117503.5	
RPL27P12	
AC117503.4	
DNAH10	FLJ43808
METTL21A	FAM119A
METTL21A	HCA557b
METTL21A	HSPA-KMT
METTL21A	LOC151194
RPS29P9	
LINC01857	AC079767.4
RNU6-664P	
PPP1R14BP2	
SDHAP2	SDHAL2
SDHAP2	SDHALP2
Y_RNA	
CCNYL1	FLJ40432
MIR570	hsa-mir-570
MIR570	MIRN570
SMBD1P	
MUC20	FLJ14408
MUC20	KIAA1359
MUC4	
AC096772.1	
MIR4775	hsa-mir-4775
FZD5	C2orf31
FZD5	DKFZP434E2135
FZD5	HFZ5
CCDC92	FLJ22471
PLEKHM3	DAPR
PLEKHM3	PLEKHM1L
AC083900.1	
RNU6-360P	
RPL9P14	
DNAH10OS	FLJ45278
AC068790.7	
RNA5SP116	RN5S116
RPL12P17	
AC068790.4	
AC068790.3	
CRYGEP	CCL
CRYGEP	CRYG5
CRYGEP	CRYGEP1
CRYGEP	G2
AC068790.2	
AC068790.5	
AC068790.6	
CRYGD	CRYG4
ZNF664	DKFZp761B128
ZNF664	ZFOC1
ZNF664	ZNF176
CRYGC	CRYG3
AC093698.1	
CRYGB	CRYG2
CRYGA	CRY-g-A
CRYGA	CRYG1
CRYGA	CRYG5
C2orf80	GONDA1
C2orf80	LOC389073
AC068790.8	
RFLNA	Cfm2
RFLNA	FAM101A
RFLNA	FLJ44614
RFLNA	RefilinA
AC111182.1	
AC068790.1	
AC111182.2	
AC068790.9	
MIR4316	hsa-mir-4316
Y_RNA	
AC111170.3	
AC026358.1	
AC111170.2	
RPSAP27	
AC111170.1	
TPT1P2	
AC021683.3	
IDH1	
NCOR2	CTG26
NCOR2	SMRT
NCOR2	SMRTE
NCOR2	TNRC14
NCOR2	TRAC-1
AC021683.2	
AC021683.6	
AC021683.1	
AC021683.4	
AC021683.5	
LINC01987	
LINC01973	
RNU1-80P	
TNRC6C	FLJ20015
TNRC6C	KIAA1582
AC015804.1	
UBE2V2P2	
RNU6-625P	
TMC6	EVER1
TMC6	EVIN1
TMC6	LAK-4P
TMC6	TNRC6C-AS1
EFNA4	EPLG4
EFNA4	LERK4
IDH1-AS1	
PIKFYVE	FAB1
PIKFYVE	KIAA0981
PIKFYVE	MGC40423
PIKFYVE	p235
PIKFYVE	PIP5K
PIKFYVE	PIP5K3
PIKFYVE	ZFYVE29
AL691442.1	
EFNA3	Ehk1-L
EFNA3	EPLG3
EFNA3	LERK3
Y_RNA	
EFNA1	ECKLG
EFNA1	EPLG1
EFNA1	GMAN
EFNA1	LERK1
EFNA1	TNFAIP4
SLC50A1	HsSWEET1
SLC50A1	RAG1AP1
SLC50A1	RP11-540D14.5
SLC50A1	RZPDo834D038D
SLC50A1	SCP
SLC50A1	slv
SLC50A1	SWEET1
TMC8	EVER2
TMC8	EVIN2
MIR6880	hsa-mir-6880
AC073916.1	
AC073592.1	
AC073592.7	
AC073592.3	
AC073592.9	
AC073592.5	
AC073592.6	
AC073592.8	
AC073592.2	
MYL6BP1	
AC073592.10	
AC073592.4	
PTH2R	PTHR2
AC073593.1	
SCARB1	CD36L1
SCARB1	CLA-1
SCARB1	CLA1
SCARB1	SR-BI
SCARB1	SRB1
DPM3	MGC125904
DPM3	MGC125905
DPM3	MGC34275
HMGN2P18	
KRTCAP2	KCP2
C17orf99	GLPG464
C17orf99	UNQ464
EIF5AP2	
AL713999.1	
SYNGR2	
TRIM46	FLJ23229
TRIM46	TRIFIC
ARPC1BP1	
H3P9	p15
AC019185.1	
AC019185.2	
AC109824.1	
RNA5SP117	RN5S117
HSPA8P6	
CRYGFP	CRYG6
CRYGFP	CRYGFP1
CRYGFP	p1
MEAF6P1	
PKP4P1	
AC016743.1	
TK1	
MAP2	MAP2A
MAP2	MAP2B
MAP2	MAP2C
AFMID	DKFZp686F03259
AFMID	KF
MUC1	ADMCKD
MUC1	ADMCKD1
MUC1	CD227
MUC1	MCD
MUC1	MCKD
MUC1	MCKD1
MUC1	PEM
MUC1	PUM
AC073593.2	
RNU6-927P	
UBC	
LINC01983	
KIF3AP1	
AC087645.1	
TNK2	ACK
TNK2	ACK1
TNK2	p21cdc42Hs
BIRC5	API4
BIRC5	EPR-1
BIRC5	survivin
MIR5188	hsa-mir-5188
RPL22P19	
RNA5SP118	RN5S118
DHX37	DDX37
DHX37	Dhr1
DHX37	KIAA1517
DHX37	MGC2695
DHX37	MGC4322
UNC80	C2orf21
UNC80	FLJ33496
UNC80	KIAA1843
UNC80	UNC-80
TMEM235	
AC087645.4	
THA1P	GLY1
AC087645.3	
BRI3BP	BNAS1
BRI3BP	HCCR-2
BRI3BP	HCCRBP-3
BRI3BP	KG19
LINC01993	
AC087645.2	
SOCS3	CIS3
SOCS3	Cish3
SOCS3	SOCS-3
SOCS3	SSI-3
AC061992.2	
THRIL	BRI3BP-AS1
THRIL	Linc1992
THRIL	TCONS_00020260
RN7SL236P	
AC122688.1	
PGS1	DKFZP762M186
AACS	ACSF1
AACS	FLJ12389
AACS	SUR-5
AC061992.1	
DNAH17	DNAHL1
DNAH17	DNEL2
DNAH17	FLJ40457
SNAI1P1	SNAI1L
SNAI1P1	SNAI1L1
SNAI1P1	SNAI1P
RPE	
AC122688.3	
AC122688.2	
AC122688.5	
AC122688.4	
TMEM132B	KIAA1786
TMEM132B	KIAA1906
AC093028.1	
AC005252.2	
AC005252.4	
AC005252.3	
AC005252.1	
LINC00939	
MIR6829	hsa-mir-6829
AC124944.3	
TNK2-AS1	
LINC02826	
DNAH17-AS1	
AC124944.2	
RNU2-11P	
AC016182.1	
AC124944.1	
RN7SL454P	
SDHAP1	SDHAL1
SDHAP1	SDHALP1
SCAT1	CTD-2357A8.3
SCAT1	LINC02081
SCAT1	XLOC_012582
LINC02359	
AC024937.3	
AC005858.2	
AC005858.3	
AC024937.2	
AC005858.1	
AC005888.1	
AC007368.1	
TFRC	CD71
TFRC	p90
TFRC	TFR1
LINC02825	
CYTH1	B2-1
CYTH1	cytohesin-1
CYTH1	D17S811E
CYTH1	PSCD1
LINC02347	
KANSL1L	C2orf67
KANSL1L	FLJ23861
KANSL1L	FLJ32349
KANSL1L	KIAA1267L
KANSL1L	MSL1v2
FAM32EP	FAM32E
AC006065.1	
NDUFA5P6	
AC006065.4	
AC024937.1	
RNU7-18P	RNU7-142P
RNU7-18P	U7.18
LINC00885	
AC006065.2	
AC006065.3	
AC006065.5	
AC006065.6	
LINC02824	
ZDHHC19	MGC33345
LINC00943	
AC099804.1	
RNU6-638P	
USP36	FLJ12851
USP36	KIAA1453
Y_RNA	
SLC51A	OSTalpha
AC007038.1	
KANSL1L-AS1	
RPL6P6	
AC006994.1	
ACADL	ACAD4
ACADL	LCAD
PCYT1A	CT
PCYT1A	CTPCT
PCYT1A	PCYT1
Y_RNA	
LINC00944	
MYL1	
AC078878.1	
LINC02372	
LANCL1-AS1	LANCLOT
AC078878.2	
HSPE1P20	
LANCL1	GPR69A
LANCL1	p40
LINC02405	
AC022966.2	
RPL9P29	
AC069257.3	
AC079949.1	
TIMP2	CSC-21K
AC069257.1	
AC079949.3	
DYNLT2B	MGC33212
DYNLT2B	TCTEX1D2
AC079949.5	
AC079949.2	
AC079949.6	
LINC02376	
AC073913.1	
RNU1-104P	
AC069257.2	
LINC02375	
TM4SF19-DYNLT2B	TM4SF19-TCTEX1D2
AC022966.1	
AC073913.2	
AC048347.1	
CEP295NL	DDC8
CEP295NL	KIAA1731NL
TM4SF19-AS1	
AC068787.4	
AC068787.1	
AC068787.3	
TM4SF19	
AC068787.2	
AC100788.2	
AC100788.1	
AC068787.5	
AC025252.1	
Y_RNA	
AC025252.2	
LGALS3BP	90K
LGALS3BP	BTBD17B
LGALS3BP	CyCAP
LGALS3BP	gp90
LGALS3BP	M2BP
LGALS3BP	MAC-2-BP
LGALS3BP	TANGO10B
LINC02411	
RNU6-910P	
UBXN7	KIAA0794
UBXN7	UBXD7
AC025160.1	
AC087894.3	
AC087894.2	
AC087894.1	
LINC02393	FLJ37505
LINC00507	
RNU6-1279P	
RN7SL434P	
RN7SL738P	
AC083822.1	
UBXN7-AS1	
AC117490.1	
CPS1	
RNF168	FLJ35794
AC117490.2	
SMCO1	C3orf43
SMCO1	DKFZp313B0440
SMCO1	FLJ41923
AC092933.1	
RPS29P3	bcm2758
WDR53	MGC12928
WDR53	MGC64882
LINC00508	
LINC02441	CRAT8
AC140121.1	
LINC02369	
THBS3-AS1	
FBXO45	Fbx45
CANT1	SCAN-1
CANT1	SHAPY
MIR92B	hsa-mir-92b
MIR92B	MIRN92B
AC092933.2	
THBS3	
LINC01063	
LINC02368	
NRROS	ELLP3030
NRROS	GARPL1
NRROS	LRRC33
NRROS	MGC50789
NRROS	UNQ3030
AC061709.2	
PIGX	FLJ20522
AC061709.1	
TMEM132C	DKFZp761O2018
TMEM132C	PPP1R152
AC061709.3	
MIR3612	hsa-mir-3612
AC023595.1	
AC090424.1	
C1QTNF1-AS1	
SLC15A4	PHT1
SLC15A4	PTR4
C1QTNF1	CTRP1
C1QTNF1	FLJ90694
C1QTNF1	GIP
C1QTNF1	ZSIG37
CEP19	C3orf34
CEP19	MGC14126
RNU6-646P	
PAK2	PAK65
PAK2	PAKgamma
AC108704.2	
AC108704.1	
GLT1D1	FLJ31978
RNU4-89P	
RNU6-42P	RNU6-42
SENP5	MGC27076
ENGASE	FLJ21865
AC016949.1	
RBFOX3	FOX-3
RBFOX3	HRNBP3
RBFOX3	NeuN
NCBP2	Cbc2
NCBP2	CBP20
NCBP2	NIP1
AC069262.1	
NLRP9P1	NLRP9P
NLRP9P1	NOD25
MTX1	MTX
MTX1	MTXN
TMEM132D	KIAA1944
TMEM132D	MOLT
TMEM132D	PPP1R153
TMEM132D-AS1	LOC283352
TMEM132D-AS1	RP11-669N7.2
AC107033.1	
TMEM132D-AS2	
AC234582.1	
NCBP2-AS1	
GBAP1	GBAP
AC079456.1	
NCBP2AS2	HIAR
NCBP2AS2	KRASIM
NCBP2AS2	NCBP2-AS2
AC130404.1	
PIGZ	FLJ12768
PIGZ	MGC52163
PIGZ	SMP3
AC130404.2	
AC021534.1	
AC117373.1	
AC233701.1	
AC117373.2	
MIR4739	hsa-mir-4739
AC055717.3	
LINC02078	HP09025
AC055717.1	
AC011322.1	
ENPP7	alk-SMase
ENPP7	NPP7
AC055717.2	
RPSAP69	
LINC02418	
MELTF	CD228
MELTF	FLJ38863
MELTF	MAP97
MELTF	MFI2
MELTF	MGC4856
MELTF	MTf
MELTF	MTF1
AC135388.1	
CBX2	CDCA6
CBX2	MGC10561
LINC02419	
AC026336.4	
AC026336.3	
FZD10-AS1	FLJ31485
FZD10-AS1	FZD10-DT
MTX1P1	MTX1P
MTX1P1	MTXP
GBA	GBA1
GBA	GLUC
AC026336.5	
FZD10	CD350
CBX8	HPC3
CBX8	PC3
CBX8	RC1
